state,district,year,JAN_TEMP,JUL_TEMP,JAN_RAIN,JUL_RAIN,JAN_HUMID,JUL_HUMID
UTTAR PRADESH,INDORE,2001,19.659068432246173,32.94732795822092,27.600156174835526,281.90093911997496,60.12744141378007,72.99156624941854
UTTAR PRADESH,INDORE,2002,17.47608985636365,23.365420786759252,10.835246409650306,215.12386597475893,67.53844492863456,63.194059375104814
UTTAR PRADESH,INDORE,2003,14.230021296095286,27.191974096995807,10.463216124604658,246.91646351793082,45.459071772101495,84.7006413596629
UTTAR PRADESH,INDORE,2004,17.313159345604515,25.077964902753422,16.07610159064855,262.94881956031594,72.12076567329144,80.50759456463182
UTTAR PRADESH,INDORE,2005,16.85340354113815,29.917942718939067,13.235210267626353,202.63696721987625,61.543083961245586,91.91513366726502
RAJASTHAN,JAIPUR,2000,15.731958568517054,28.132658870558934,13.577667255750061,310.8217404392758,71.61594188249371,79.42793274269096
RAJASTHAN,JAIPUR,2001,21.323561851717873,32.734093080329764,11.36766439468559,202.4966118220623,56.92021074238461,76.54356530196888
RAJASTHAN,JAIPUR,2002,15.544665790294067,32.500387205564095,11.80989125123316,274.67607160924626,68.28247600128432,63.74350516744899
RAJASTHAN,JAIPUR,2003,20.886677867890608,32.75750931483129,10.244859156717443,228.6207393144112,63.71137979252194,85.65905559375831
RAJASTHAN,JAIPUR,2004,14.48717317309671,29.811926426277125,15.45288881002541,260.1174121434171,53.92000557955021,70.70343331361295
RAJASTHAN,JAIPUR,2005,19.18642128008435,30.633602706366563,12.329820470525167,219.78649715138292,43.323838245312196,90.54175052228368
RAJASTHAN,LUCKNOW,2000,16.63272988196141,27.895348440885442,14.992022310549505,205.1466409223119,53.66711164655511,88.24660787497373
RAJASTHAN,LUCKNOW,2001,17.752235512338135,28.822746963211475,10.33265985308921,218.56681938358517,53.430737772698706,73.94066248867657
RAJASTHAN,LUCKNOW,2002,16.527658830356724,29.929030521478268,12.275812795796575,209.4094090745113,57.91568241966089,84.79343631370527
RAJASTHAN,LUCKNOW,2003,19.654753430032407,29.309075267836796,11.234758412252749,244.1797018461095,47.97025889506537,85.24642620746006
RAJASTHAN,LUCKNOW,2004,18.076474713638618,28.200352753074352,19.745646491756027,239.80820156000075,67.96287618514901,77.8796095225601
RAJASTHAN,LUCKNOW,2005,13.13318135093204,29.89145394879743,22.815638796289335,234.55740093687862,62.21804029503099,92.54758166154356
RAJASTHAN,INDORE,2000,19.316663776059812,26.551165128607618,10.941951794739946,229.21227733382952,56.005402377983046,78.28787538596785
RAJASTHAN,INDORE,2001,20.746485380216235,31.81685115238753,12.616932362962139,356.2396687288014,53.195180734668654,95.29220705645479
RAJASTHAN,INDORE,2002,16.945832840068807,30.84752039427982,10.897969736708317,231.15709192754832,57.7347131075291,80.28290082895045
RAJASTHAN,INDORE,2003,18.57805815023132,28.26223073360842,15.967443866946937,211.69307942387258,54.00988881423477,74.90342354627059
RAJASTHAN,INDORE,2004,20.97428576120728,29.578011722790283,10.340805889989605,215.33968106923552,57.81062847344634,77.04463102541544
RAJASTHAN,INDORE,2005,13.980651827759985,27.97966444109735,18.5964270051057,206.4746753528872,63.10256119254644,67.16793483640302
MADHYA PRADESH,JAIPUR,2000,18.288745721443345,34.881022971462784,12.114073646876818,255.84141773424642,60.83211336242405,88.31490803951671
MADHYA PRADESH,JAIPUR,2001,16.760102440956487,27.101886066555767,14.185542652358299,217.87746576729623,55.248503981342296,81.65940350775149
MADHYA PRADESH,JAIPUR,2002,18.52714839655284,28.04437958647338,11.476991462733588,222.83840194370805,69.33444403739297,89.70896133126115
MADHYA PRADESH,JAIPUR,2003,16.30154990923949,29.29499295891646,20.45152395302668,221.832167649324,61.22225509652475,81.1212667361591
MADHYA PRADESH,JAIPUR,2004,20.51832471450678,28.907453122242867,14.665180140934458,240.52593166167873,65.91747232512677,86.53776140730713
MADHYA PRADESH,JAIPUR,2005,18.260353415471997,29.24666678182104,13.444454318221018,202.1542708892806,57.7125851090795,98.61729064041842
MADHYA PRADESH,LUCKNOW,2000,21.020187303976176,28.27406711563595,20.769974170811828,229.74669220657566,49.70332663102726,83.54132305352978
MADHYA PRADESH,LUCKNOW,2001,16.807125453792427,31.451805746208763,19.204688519134734,205.71601183259475,72.21013634331483,88.53202487652264
MADHYA PRADESH,LUCKNOW,2002,10.796657722333531,28.84380967178578,10.908196446845917,219.3396565393052,60.42666306125087,89.05507893520937
MADHYA PRADESH,LUCKNOW,2003,19.292105878519816,29.808374625936334,19.222027047990267,208.2480838731,68.69250720073428,77.16642742003282
MADHYA PRADESH,LUCKNOW,2004,18.089787274880702,38.626653463419736,13.674568502313328,249.51122612547002,55.69597597930242,76.63591934667855
MADHYA PRADESH,LUCKNOW,2005,17.173299876672974,30.854805817085044,11.001528810109502,215.04462482292533,63.38547810127817,81.40775985447563
MADHYA PRADESH,INDORE,2000,15.965486635176518,30.189453245307845,16.138731440155308,209.93755695034864,63.39784571029667,82.34157332118596
MADHYA PRADESH,INDORE,2001,19.83759931512219,32.27918523932828,16.31117836975326,283.8935628285617,56.26299590936753,75.75418372832905
MADHYA PRADESH,INDORE,2002,17.706151387093158,28.157754129441965,17.925925836910377,372.23609523578193,54.664939198083246,76.73281374421857
MADHYA PRADESH,INDORE,2003,20.13144754080537,29.66817130761765,16.804615526456892,204.64318820405444,59.058145917986494,73.02953842518033
MADHYA PRADESH,INDORE,2004,21.395372290432775,30.58377581689546,16.817346640915268,239.45462071874158,54.504634508013154,81.5119714918174
MADHYA PRADESH,INDORE,2005,16.542713564990855,25.610010849734273,13.747420948458526,209.01638259737592,59.56108223537342,76.93027969560413
